ONET,year,overlap,data_skill_bin,ones,prop_data,dist
19-4051.02,2013,8,14,160,0.0875,0.16701798
19-4051.02,2014,13,22,261,0.084291188,0.16701798
19-4051.02,2015,11,54,279,0.193548387,0.16701798
19-4051.02,2016,7,14,289,0.048442907,0.16701798
19-4051.02,2017,13,16,269,0.059479554,0.16701798
19-4051.02,2018,16,25,297,0.084175084,0.16701798
19-4051.02,2019,12,19,358,0.053072626,0.16701798
19-4061.00,2010,1621,2093,3308,0.632708585,0.99999994
19-4061.00,2011,2009,2576,4017,0.641274583,0.99999994
19-4061.00,2012,2254,2911,4720,0.616737288,0.99999994
19-4061.00,2013,2617,3261,5185,0.628929605,0.99999994
19-4061.00,2014,2974,3685,5816,0.633596974,0.99999994
19-4061.00,2015,2630,3340,5161,0.647161403,0.99999994
19-4061.00,2016,2764,3515,5157,0.681597828,0.99999994
19-4061.00,2017,2733,3437,5103,0.673525377,0.99999994
19-4061.00,2018,3826,4757,6961,0.683378825,0.99999994
19-4061.00,2019,4098,5029,6893,0.729580734,0.99999994
19-4061.01,2010,21,24,151,0.158940397,0.18932651
19-4061.01,2011,7,11,126,0.087301587,0.18932651
19-4061.01,2012,14,26,143,0.181818182,0.18932651
19-4061.01,2013,21,35,505,0.069306931,0.18932651
19-4061.01,2014,11,30,781,0.038412292,0.18932651
19-4061.01,2015,20,41,679,0.060382916,0.18932651
19-4061.01,2016,13,208,713,0.291725105,0.18932651
19-4061.01,2017,45,101,1207,0.083678542,0.18932651
19-4061.01,2018,30,76,1294,0.058732612,0.18932651
19-4061.01,2019,20,65,821,0.079171742,0.18932651
19-4091.00,2010,125,380,2628,0.144596651,0.25925
19-4091.00,2011,163,537,3561,0.150800337,0.25925
19-4091.00,2012,167,632,3587,0.176191804,0.25925
19-4091.00,2013,258,886,5571,0.159037875,0.25925
19-4091.00,2014,387,1116,6491,0.171930365,0.25925
19-4091.00,2015,321,1029,6304,0.163229695,0.25925
19-4091.00,2016,326,1093,6928,0.157765589,0.25925
19-4091.00,2017,349,1141,6580,0.173404255,0.25925
19-4091.00,2018,480,1504,10249,0.146746024,0.25925
19-4091.00,2019,522,1721,10152,0.169523247,0.25925
19-4092.00,2010,5,19,211,0.090047393,0.24561429
19-4092.00,2011,8,45,284,0.158450704,0.24561429
19-4092.00,2012,9,28,323,0.086687307,0.24561429
19-4092.00,2013,13,35,465,0.075268817,0.24561429
19-4092.00,2014,35,66,494,0.133603239,0.24561429
19-4092.00,2015,51,101,773,0.130659767,0.24561429
19-4092.00,2016,92,126,741,0.170040486,0.24561429
19-4092.00,2017,29,48,533,0.090056285,0.24561429
19-4092.00,2018,88,134,901,0.14872364,0.24561429
19-4092.00,2019,35,93,1222,0.076104746,0.24561429
19-4093.00,2010,40,123,1039,0.118383061,0.2767521
19-4093.00,2011,34,135,1068,0.126404494,0.2767521
19-4093.00,2012,58,190,1767,0.107526882,0.2767521
19-4093.00,2013,49,245,3203,0.07649079,0.2767521
19-4093.00,2014,367,732,7457,0.0981628,0.2767521
19-4093.00,2015,272,728,4615,0.157746479,0.2767521
19-4093.00,2016,155,876,4506,0.194407457,0.2767521
19-4093.00,2017,290,583,3460,0.16849711,0.2767521
19-4093.00,2018,681,1030,4693,0.219475815,0.2767521
19-4093.00,2019,871,1420,4523,0.313950918,0.2767521
19-4099.00,2010,23,57,281,0.202846975,0.2726049
19-4099.00,2011,29,63,321,0.196261682,0.2726049
19-4099.00,2012,36,72,407,0.176904177,0.2726049
19-4099.00,2013,36,90,536,0.167910448,0.2726049
19-4099.00,2014,58,145,768,0.188802083,0.2726049
19-4099.00,2015,69,163,731,0.222982216,0.2726049
19-4099.00,2016,79,165,750,0.22,0.2726049
19-4099.00,2017,51,102,655,0.155725191,0.2726049
19-4099.00,2018,82,173,1026,0.168615984,0.2726049
19-4099.00,2019,77,189,998,0.189378758,0.2726049
19-4099.01,2010,1757,2937,15971,0.183895811,0.25454107
19-4099.01,2011,2294,4079,22056,0.184938339,0.25454107
19-4099.01,2012,2531,4540,24159,0.187921686,0.25454107
19-4099.01,2013,2895,5386,27440,0.196282799,0.25454107
19-4099.01,2014,3549,6171,30271,0.203858478,0.25454107
19-4099.01,2015,3649,6431,34064,0.188791686,0.25454107
19-4099.01,2016,4156,7942,37152,0.213770457,0.25454107
19-4099.01,2017,4759,8893,36594,0.243017981,0.25454107
19-4099.01,2018,6000,10614,48620,0.218305224,0.25454107
19-4099.01,2019,5920,10866,49095,0.221326001,0.25454107
19-4099.02,2010,45,50,214,0.23364486,0.22488706
19-4099.02,2011,84,110,304,0.361842105,0.22488706
19-4099.02,2012,36,61,270,0.225925926,0.22488706
19-4099.02,2013,48,60,397,0.151133501,0.22488706
19-4099.02,2014,32,44,560,0.078571429,0.22488706
19-4099.02,2015,41,59,355,0.166197183,0.22488706
19-4099.02,2016,30,48,317,0.151419558,0.22488706
19-4099.02,2017,47,64,372,0.172043011,0.22488706
19-4099.02,2018,88,125,568,0.220070423,0.22488706
19-4099.02,2019,142,184,707,0.260254597,0.22488706
19-4099.03,2010,8,8,24,0.333333333,0.2562189
19-4099.03,2011,8,13,31,0.419354839,0.2562189
19-4099.03,2012,3,4,15,0.266666667,0.2562189
19-4099.03,2013,8,10,73,0.136986301,0.2562189
19-4099.03,2014,7,17,62,0.274193548,0.2562189
19-4099.03,2015,10,14,88,0.159090909,0.2562189
19-4099.03,2016,9,21,113,0.185840708,0.2562189
19-4099.03,2017,28,37,86,0.430232558,0.2562189
19-4099.03,2018,23,31,154,0.201298701,0.2562189
19-4099.03,2019,25,37,298,0.124161074,0.2562189
21-1011.00,2010,38,120,3476,0.03452244,0.1637123
21-1011.00,2011,19,189,4095,0.046153846,0.1637123
21-1011.00,2012,42,186,4209,0.044191019,0.1637123
21-1011.00,2013,59,225,6425,0.035019455,0.1637123
21-1011.00,2014,58,261,6838,0.038169055,0.1637123
21-1011.00,2015,71,330,7793,0.042345695,0.1637123
21-1011.00,2016,60,352,8523,0.041300012,0.1637123
21-1011.00,2017,72,382,7998,0.04776194,0.1637123
21-1011.00,2018,119,495,10273,0.048184561,0.1637123
21-1011.00,2019,114,586,12287,0.047692683,0.1637123
21-1012.00,2010,1122,2399,21871,0.109688629,0.27545673
21-1012.00,2011,1012,2682,25716,0.104293047,0.27545673
21-1012.00,2012,1409,3270,28984,0.112820867,0.27545673
21-1012.00,2013,1623,4885,42737,0.114303765,0.27545673
21-1012.00,2014,2166,5750,50647,0.11353091,0.27545673
21-1012.00,2015,2573,6360,54612,0.116457921,0.27545673
21-1012.00,2016,2396,7060,52681,0.134014161,0.27545673
21-1012.00,2017,2572,6345,49410,0.128415301,0.27545673
21-1012.00,2018,3699,9883,65038,0.151957317,0.27545673
21-1012.00,2019,5057,12702,89997,0.141138038,0.27545673
21-1013.00,2010,13,166,5515,0.030099728,0.14450872
21-1013.00,2011,32,262,6358,0.041207927,0.14450872
21-1013.00,2012,42,498,6345,0.078486998,0.14450872
21-1013.00,2013,72,827,10785,0.076680575,0.14450872
21-1013.00,2014,148,862,10339,0.083373634,0.14450872
21-1013.00,2015,311,1253,13341,0.093920995,0.14450872
21-1013.00,2016,303,2291,15916,0.143943202,0.14450872
21-1013.00,2017,189,1381,14627,0.094414439,0.14450872
21-1013.00,2018,188,1565,18665,0.083846772,0.14450872
21-1013.00,2019,247,1712,20750,0.082506024,0.14450872
21-1014.00,2010,108,699,18287,0.038223875,0.25172827
21-1014.00,2011,112,890,20950,0.0424821,0.25172827
21-1014.00,2012,138,971,21162,0.045884132,0.25172827
21-1014.00,2013,222,1565,31092,0.050334491,0.25172827
21-1014.00,2014,192,1981,33141,0.059774901,0.25172827
21-1014.00,2015,248,1982,37851,0.052363214,0.25172827
21-1014.00,2016,476,2452,41365,0.059277167,0.25172827
21-1014.00,2017,911,2666,38296,0.069615626,0.25172827
21-1014.00,2018,430,2979,53761,0.055411916,0.25172827
21-1014.00,2019,485,3476,59987,0.057945888,0.25172827
21-1015.00,2010,3,39,954,0.040880503,0.14922811
21-1015.00,2011,11,59,1210,0.048760331,0.14922811
21-1015.00,2012,13,59,1478,0.039918809,0.14922811
21-1015.00,2013,28,145,2032,0.071358268,0.14922811
21-1015.00,2014,33,166,2079,0.07984608,0.14922811
21-1015.00,2015,26,187,2079,0.08994709,0.14922811
21-1015.00,2016,59,256,2001,0.127936032,0.14922811
21-1015.00,2017,55,259,2083,0.124339894,0.14922811
21-1015.00,2018,60,338,2684,0.125931446,0.14922811
21-1015.00,2019,102,385,2773,0.138838803,0.14922811
21-1019.00,2010,56,150,3990,0.037593985,0.16710962
21-1019.00,2011,51,178,3576,0.049776286,0.16710962
21-1019.00,2012,109,269,2651,0.101471143,0.16710962
21-1019.00,2013,144,688,4952,0.138933764,0.16710962
21-1019.00,2014,166,598,5311,0.112596498,0.16710962
21-1019.00,2015,263,856,6266,0.136610278,0.16710962
21-1019.00,2016,411,1240,7532,0.164630908,0.16710962
21-1019.00,2017,838,1674,9409,0.177914762,0.16710962
21-1019.00,2018,1087,3002,16555,0.181334944,0.16710962
21-1019.00,2019,923,3998,19305,0.207096607,0.16710962
21-1021.00,2010,43,225,7586,0.0296599,0.2072146
21-1021.00,2011,78,306,7302,0.041906327,0.2072146
21-1021.00,2012,73,392,7969,0.049190614,0.2072146
21-1021.00,2013,189,751,13739,0.054661911,0.2072146
21-1021.00,2014,367,1108,17570,0.063062038,0.2072146
21-1021.00,2015,239,1067,18948,0.056312012,0.2072146
21-1021.00,2016,256,1206,19542,0.061713233,0.2072146
21-1021.00,2017,230,1221,20303,0.060138896,0.2072146
21-1021.00,2018,366,2172,25064,0.086658155,0.2072146
21-1021.00,2019,502,2542,29532,0.086076121,0.2072146
21-1022.00,2010,43,222,7885,0.028154724,0.15495363
21-1022.00,2011,60,279,8928,0.03125,0.15495363
21-1022.00,2012,119,445,9385,0.04741609,0.15495363
21-1022.00,2013,150,761,14445,0.052682589,0.15495363
21-1022.00,2014,437,1331,23977,0.055511532,0.15495363
21-1022.00,2015,212,1061,18921,0.05607526,0.15495363
21-1022.00,2016,199,1272,19068,0.066708622,0.15495363
21-1022.00,2017,239,1227,17692,0.06935338,0.15495363
21-1022.00,2018,267,1547,23295,0.066409101,0.15495363
21-1022.00,2019,344,1742,26549,0.065614524,0.15495363
21-1023.00,2010,8,38,1494,0.025435074,0.16360034
21-1023.00,2011,22,79,1775,0.044507042,0.16360034
21-1023.00,2012,19,139,2100,0.066190476,0.16360034
21-1023.00,2013,16,172,3847,0.044710164,0.16360034
21-1023.00,2014,16,279,4205,0.066349584,0.16360034
21-1023.00,2015,25,307,4818,0.063719386,0.16360034
21-1023.00,2016,32,367,5088,0.072130503,0.16360034
21-1023.00,2017,50,432,4780,0.090376569,0.16360034
21-1023.00,2018,41,485,8666,0.055965844,0.16360034
21-1023.00,2019,80,521,7489,0.069568701,0.16360034
21-1029.00,2010,52,507,19262,0.026321254,0.21019225
21-1029.00,2011,106,762,20508,0.037156232,0.21019225
21-1029.00,2012,168,1202,22476,0.053479267,0.21019225
21-1029.00,2013,175,1349,29830,0.04522293,0.21019225
21-1029.00,2014,184,1652,31334,0.052722283,0.21019225
21-1029.00,2015,258,2150,37256,0.057708825,0.21019225
21-1029.00,2016,294,2301,37147,0.061943091,0.21019225
21-1029.00,2017,244,1850,31872,0.058044679,0.21019225
21-1029.00,2018,420,2971,41879,0.070942477,0.21019225
21-1029.00,2019,913,3506,49008,0.071539341,0.21019225
21-1091.00,2010,179,750,13341,0.056217675,0.18164037
21-1091.00,2011,285,843,16112,0.052321251,0.18164037
21-1091.00,2012,316,1000,17049,0.058654467,0.18164037
21-1091.00,2013,671,1666,23261,0.071622028,0.18164037
21-1091.00,2014,545,2124,28544,0.074411435,0.18164037
21-1091.00,2015,496,2123,34007,0.062428324,0.18164037
21-1091.00,2016,480,2281,30735,0.074215064,0.18164037
21-1091.00,2017,895,2473,28086,0.088050986,0.18164037
21-1091.00,2018,805,3369,34208,0.098485734,0.18164037
21-1091.00,2019,744,3403,36644,0.092866499,0.18164037
21-1092.00,2010,3,44,1274,0.034536892,0.14305331
21-1092.00,2011,15,65,2128,0.030545113,0.14305331
21-1092.00,2012,4,50,1622,0.030826141,0.14305331
21-1092.00,2013,16,100,3434,0.029120559,0.14305331
21-1092.00,2014,18,254,3756,0.067625133,0.14305331
21-1092.00,2015,13,318,3542,0.089779785,0.14305331
21-1092.00,2016,11,373,3054,0.122134905,0.14305331
21-1092.00,2017,14,505,2711,0.186278126,0.14305331
21-1092.00,2018,31,545,4161,0.13097813,0.14305331
21-1092.00,2019,39,681,4780,0.142468619,0.14305331
21-1093.00,2010,189,855,9931,0.086094049,0.24786724
21-1093.00,2011,228,1080,12716,0.084932369,0.24786724
21-1093.00,2012,227,1223,14579,0.083887784,0.24786724
21-1093.00,2013,499,2188,23683,0.092386944,0.24786724
21-1093.00,2014,539,2644,26332,0.100410147,0.24786724
21-1093.00,2015,498,2547,28021,0.090896114,0.24786724
21-1093.00,2016,540,2661,28106,0.094677293,0.24786724
21-1093.00,2017,624,2963,27773,0.10668635,0.24786724
21-1093.00,2018,885,4785,39397,0.121455948,0.24786724
21-1093.00,2019,1132,5374,42657,0.125981668,0.24786724
21-1094.00,2010,15,51,679,0.075110457,0.1768234
21-1094.00,2011,16,71,704,0.100852273,0.1768234
21-1094.00,2012,11,57,715,0.07972028,0.1768234
21-1094.00,2013,27,117,1367,0.085588881,0.1768234
21-1094.00,2014,33,187,1468,0.127384196,0.1768234
21-1094.00,2015,34,161,1683,0.095662507,0.1768234
21-1094.00,2016,34,146,1911,0.076399791,0.1768234
21-1094.00,2017,43,218,1576,0.138324873,0.1768234
21-1094.00,2018,101,343,2678,0.128080657,0.1768234
21-1094.00,2019,116,432,3380,0.127810651,0.1768234
21-1099.00,2010,36,126,1706,0.073856975,0.24235131
21-1099.00,2011,54,162,1922,0.084287201,0.24235131
21-1099.00,2012,76,213,2352,0.090561224,0.24235131
21-1099.00,2013,115,360,3768,0.095541401,0.24235131
21-1099.00,2014,121,451,4177,0.107972229,0.24235131
21-1099.00,2015,156,469,4228,0.110927152,0.24235131
21-1099.00,2016,138,479,3853,0.124318713,0.24235131
21-1099.00,2017,160,485,4053,0.119664446,0.24235131
21-1099.00,2018,242,693,6355,0.109047994,0.24235131
21-1099.00,2019,258,863,7080,0.121892655,0.24235131
21-2011.00,2010,7,19,4507,0.004215665,0.10888895
21-2011.00,2011,13,32,4606,0.00694746,0.10888895
21-2011.00,2012,15,40,5385,0.007428041,0.10888895
21-2011.00,2013,24,59,7661,0.007701344,0.10888895
21-2011.00,2014,35,91,7416,0.012270766,0.10888895
21-2011.00,2015,29,84,7662,0.010963195,0.10888895
21-2011.00,2016,68,111,7737,0.014346646,0.10888895
21-2011.00,2017,80,130,7505,0.017321785,0.10888895
21-2011.00,2018,61,169,8762,0.019287834,0.10888895
21-2011.00,2019,64,169,10453,0.016167607,0.10888895
21-2021.00,2010,10,22,3227,0.006817478,0.13891008
21-2021.00,2011,15,30,2445,0.012269939,0.13891008
21-2021.00,2012,13,38,2601,0.014609765,0.13891008
21-2021.00,2013,26,62,3981,0.015573976,0.13891008
21-2021.00,2014,31,100,3460,0.028901734,0.13891008
21-2021.00,2015,38,142,3386,0.041937389,0.13891008
21-2021.00,2016,53,175,2942,0.059483345,0.13891008
21-2021.00,2017,37,136,2942,0.046227056,0.13891008
21-2021.00,2018,60,297,3053,0.097281363,0.13891008
21-2021.00,2019,47,164,3137,0.052279248,0.13891008
21-2099.00,2010,0,0,136,0,0.13290066
21-2099.00,2011,0,7,168,0.041666667,0.13290066
21-2099.00,2012,2,8,169,0.047337278,0.13290066
21-2099.00,2013,0,4,241,0.01659751,0.13290066
21-2099.00,2014,0,6,283,0.021201413,0.13290066
21-2099.00,2015,0,6,341,0.017595308,0.13290066
21-2099.00,2016,3,10,450,0.022222222,0.13290066
21-2099.00,2017,4,19,504,0.037698413,0.13290066
21-2099.00,2018,9,40,671,0.059612519,0.13290066
21-2099.00,2019,3,27,602,0.044850498,0.13290066
23-1011.00,2010,394,887,67317,0.013176464,0.22026588
23-1011.00,2011,868,1938,91007,0.021295065,0.22026588
23-1011.00,2012,1596,3398,112235,0.030275761,0.22026588
23-1011.00,2013,1767,4076,130020,0.031349023,0.22026588
23-1011.00,2014,2015,4437,109557,0.040499466,0.22026588
23-1011.00,2015,1620,3568,74622,0.047814317,0.22026588
23-1011.00,2016,1346,3549,70494,0.05034471,0.22026588
23-1011.00,2017,1349,3578,59285,0.060352534,0.22026588
23-1011.00,2018,1864,5032,84352,0.05965478,0.22026588
23-1011.00,2019,2204,5651,102690,0.055029701,0.22026588
23-1012.00,2010,10,82,1117,0.073410922,0.16524976
23-1012.00,2011,15,95,1295,0.073359073,0.16524976
23-1012.00,2012,13,96,1816,0.052863436,0.16524976
23-1012.00,2013,20,198,1966,0.100712106,0.16524976
23-1012.00,2014,27,209,1870,0.111764706,0.16524976
23-1012.00,2015,30,284,1868,0.152034261,0.16524976
23-1012.00,2016,33,277,1922,0.144120708,0.16524976
23-1012.00,2017,50,212,1677,0.126416219,0.16524976
23-1012.00,2018,59,338,2985,0.113232831,0.16524976
23-1012.00,2019,32,376,3296,0.11407767,0.16524976
23-1021.00,2010,7,10,107,0.093457944,0.24399011
23-1021.00,2011,10,14,123,0.113821138,0.24399011
23-1021.00,2012,27,33,161,0.204968944,0.24399011
23-1021.00,2013,13,29,412,0.07038835,0.24399011
23-1021.00,2014,40,60,546,0.10989011,0.24399011
23-1021.00,2015,18,42,492,0.085365854,0.24399011
23-1021.00,2016,19,116,581,0.199655766,0.24399011
23-1021.00,2017,28,161,620,0.259677419,0.24399011
23-1021.00,2018,22,88,676,0.130177515,0.24399011
23-1021.00,2019,24,75,690,0.108695652,0.24399011
23-1022.00,2010,9,33,622,0.053054662,0.17555653
23-1022.00,2011,2,40,612,0.065359477,0.17555653
23-1022.00,2012,11,54,589,0.091680815,0.17555653
23-1022.00,2013,25,55,723,0.076071923,0.17555653
23-1022.00,2014,42,80,775,0.103225806,0.17555653
23-1022.00,2015,60,107,900,0.118888889,0.17555653
23-1022.00,2016,41,97,853,0.113716295,0.17555653
23-1022.00,2017,29,60,794,0.075566751,0.17555653
23-1022.00,2018,88,142,1275,0.111372549,0.17555653
23-1022.00,2019,37,112,1245,0.089959839,0.17555653
23-1023.00,2010,1,9,244,0.036885246,0.1884482
23-1023.00,2011,6,16,375,0.042666667,0.1884482
23-1023.00,2012,0,7,384,0.018229167,0.1884482
23-1023.00,2013,4,22,472,0.046610169,0.1884482
23-1023.00,2014,0,13,818,0.015892421,0.1884482
23-1023.00,2015,6,21,634,0.033123028,0.1884482
23-1023.00,2016,0,21,445,0.047191011,0.1884482
23-1023.00,2017,21,52,642,0.080996885,0.1884482
23-1023.00,2018,17,53,864,0.061342593,0.1884482
23-1023.00,2019,35,102,1067,0.095595127,0.1884482
23-2011.00,2010,767,1885,36566,0.051550621,0.23780659
23-2011.00,2011,1387,3181,49217,0.064632139,0.23780659
23-2011.00,2012,1835,3939,62436,0.063088603,0.23780659
23-2011.00,2013,1833,4962,73765,0.067267674,0.23780659
23-2011.00,2014,1686,3992,54494,0.073255771,0.23780659
23-2011.00,2015,1643,4108,52803,0.07779861,0.23780659
23-2011.00,2016,1792,4398,50447,0.087180605,0.23780659
23-2011.00,2017,1855,4317,48006,0.089926259,0.23780659
23-2011.00,2018,2483,6450,76129,0.084724612,0.23780659
23-2011.00,2019,2189,7199,85830,0.083875102,0.23780659
23-2091.00,2010,2,3,86,0.034883721,0.13186322
23-2091.00,2011,0,5,74,0.067567568,0.13186322
23-2091.00,2012,0,2,125,0.016,0.13186322
23-2091.00,2013,0,4,154,0.025974026,0.13186322
23-2091.00,2014,1,5,134,0.037313433,0.13186322
23-2091.00,2015,0,5,139,0.035971223,0.13186322
23-2091.00,2016,1,5,113,0.044247788,0.13186322
23-2091.00,2017,0,2,431,0.004640371,0.13186322
23-2091.00,2018,7,14,354,0.039548023,0.13186322
23-2091.00,2019,2,14,385,0.036363636,0.13186322
23-2093.00,2010,49,386,2402,0.160699417,0.22453126
23-2093.00,2011,57,432,2855,0.151313485,0.22453126
23-2093.00,2012,98,617,3624,0.170253863,0.22453126
23-2093.00,2013,170,888,4863,0.182603331,0.22453126
23-2093.00,2014,165,789,4209,0.187455453,0.22453126
23-2093.00,2015,152,856,5199,0.164647048,0.22453126
23-2093.00,2016,221,1016,5642,0.180077987,0.22453126
23-2093.00,2017,220,959,4989,0.19222289,0.22453126
23-2093.00,2018,269,1228,7879,0.155857342,0.22453126
23-2093.00,2019,292,1477,10185,0.145017182,0.22453126
23-2099.00,2010,274,521,3874,0.134486319,0.20517834
23-2099.00,2011,416,716,4216,0.169829222,0.20517834
23-2099.00,2012,511,868,4846,0.179116797,0.20517834
23-2099.00,2013,463,939,6962,0.134875036,0.20517834
23-2099.00,2014,610,1401,14397,0.09731194,0.20517834
23-2099.00,2015,570,1121,7456,0.150348712,0.20517834
23-2099.00,2016,480,1038,7279,0.142602006,0.20517834
23-2099.00,2017,533,1123,7560,0.148544974,0.20517834
23-2099.00,2018,722,1608,10086,0.159428911,0.20517834
23-2099.00,2019,596,1799,10080,0.178472222,0.20517834
25-1011.00,2010,276,307,3811,0.080556284,0.23714505
25-1011.00,2011,388,455,5112,0.08900626,0.23714505
25-1011.00,2012,694,785,7233,0.108530347,0.23714505
25-1011.00,2013,505,685,8363,0.081908406,0.23714505
25-1011.00,2014,530,657,7824,0.083972393,0.23714505
25-1011.00,2015,634,747,7863,0.095001908,0.23714505
25-1011.00,2016,648,756,7140,0.105882353,0.23714505
25-1011.00,2017,790,879,6947,0.126529437,0.23714505
25-1011.00,2018,859,997,7812,0.127624168,0.23714505
25-1011.00,2019,782,943,7895,0.119442685,0.23714505
25-1021.00,2010,132,143,1714,0.083430572,0.1908768
25-1021.00,2011,157,182,2484,0.073268921,0.1908768
25-1021.00,2012,241,257,3164,0.081226296,0.1908768
25-1021.00,2013,323,347,3741,0.092755948,0.1908768
25-1021.00,2014,332,373,3118,0.119627967,0.1908768
25-1021.00,2015,428,471,3413,0.138001758,0.1908768
25-1021.00,2016,488,541,3697,0.146334866,0.1908768
25-1021.00,2017,616,678,3844,0.176378772,0.1908768
25-1021.00,2018,656,732,4173,0.175413372,0.1908768
25-1021.00,2019,785,833,5097,0.163429468,0.1908768
25-1022.00,2010,21,30,2280,0.013157895,0.19206698
25-1022.00,2011,16,37,2914,0.012697323,0.19206698
25-1022.00,2012,36,52,3548,0.014656144,0.19206698
25-1022.00,2013,62,97,4084,0.023751224,0.19206698
25-1022.00,2014,98,134,4030,0.03325062,0.19206698
25-1022.00,2015,133,188,4089,0.045977011,0.19206698
25-1022.00,2016,170,235,4099,0.057331056,0.19206698
25-1022.00,2017,162,222,3796,0.058482613,0.19206698
25-1022.00,2018,247,346,4651,0.074392604,0.19206698
25-1022.00,2019,302,412,4477,0.09202591,0.19206698
25-1031.00,2010,0,0,332,0,0.17738011
25-1031.00,2011,2,3,450,0.006666667,0.17738011
25-1031.00,2012,2,3,668,0.004491018,0.17738011
25-1031.00,2013,10,13,726,0.017906336,0.17738011
25-1031.00,2014,3,4,832,0.004807692,0.17738011
25-1031.00,2015,9,13,568,0.022887324,0.17738011
25-1031.00,2016,9,9,466,0.019313305,0.17738011
25-1031.00,2017,8,9,494,0.018218623,0.17738011
25-1031.00,2018,6,12,690,0.017391304,0.17738011
25-1031.00,2019,8,13,725,0.017931034,0.17738011
25-1032.00,2010,10,12,711,0.016877637,0.24971052
25-1032.00,2011,26,31,966,0.032091097,0.24971052
25-1032.00,2012,30,49,1260,0.038888889,0.24971052
25-1032.00,2013,36,82,1458,0.056241427,0.24971052
25-1032.00,2014,47,57,1300,0.043846154,0.24971052
25-1032.00,2015,59,74,1236,0.05987055,0.24971052
25-1032.00,2016,79,87,1531,0.056825604,0.24971052
25-1032.00,2017,51,92,1470,0.062585034,0.24971052
25-1032.00,2018,94,131,1659,0.078963231,0.24971052
25-1032.00,2019,119,138,1982,0.06962664,0.24971052
25-1041.00,2010,0,0,33,0,0.20805362
25-1041.00,2011,1,1,45,0.022222222,0.20805362
25-1041.00,2012,0,3,82,0.036585366,0.20805362
25-1041.00,2013,2,4,79,0.050632911,0.20805362
25-1041.00,2014,3,15,135,0.111111111,0.20805362
25-1041.00,2015,4,6,120,0.05,0.20805362
25-1041.00,2016,2,6,91,0.065934066,0.20805362
25-1041.00,2017,2,6,158,0.037974684,0.20805362
25-1041.00,2018,1,9,252,0.035714286,0.20805362
25-1041.00,2019,4,12,201,0.059701493,0.20805362
25-1042.00,2010,7,9,1557,0.005780347,0.19809946
25-1042.00,2011,13,26,2041,0.012738854,0.19809946
25-1042.00,2012,8,32,2816,0.011363636,0.19809946
25-1042.00,2013,19,51,2803,0.018194791,0.19809946
25-1042.00,2014,33,60,2677,0.022413149,0.19809946
25-1042.00,2015,20,38,2601,0.014609765,0.19809946
25-1042.00,2016,28,77,2505,0.030738523,0.19809946
25-1042.00,2017,44,92,2619,0.035127911,0.19809946
25-1042.00,2018,57,129,2824,0.045679887,0.19809946
25-1042.00,2019,74,150,3746,0.040042712,0.19809946
25-1043.00,2010,0,0,37,0,0.15253825
25-1043.00,2011,0,0,33,0,0.15253825
25-1043.00,2012,1,1,47,0.021276596,0.15253825
25-1043.00,2013,0,2,98,0.020408163,0.15253825
25-1043.00,2014,4,7,65,0.107692308,0.15253825
25-1043.00,2015,6,8,87,0.091954023,0.15253825
25-1043.00,2016,5,7,98,0.071428571,0.15253825
25-1043.00,2017,33,42,156,0.269230769,0.15253825
25-1043.00,2018,28,38,199,0.190954774,0.15253825
25-1043.00,2019,7,16,107,0.14953271,0.15253825
25-1052.00,2010,3,7,1015,0.006896552,0.20981126
25-1052.00,2011,4,28,1493,0.018754186,0.20981126
25-1052.00,2012,8,18,2151,0.008368201,0.20981126
25-1052.00,2013,10,29,2107,0.013763645,0.20981126
25-1052.00,2014,4,28,1843,0.015192621,0.20981126
25-1052.00,2015,14,28,1496,0.018716578,0.20981126
25-1052.00,2016,15,33,1600,0.020625,0.20981126
25-1052.00,2017,8,27,1657,0.016294508,0.20981126
25-1052.00,2018,29,58,1807,0.032097399,0.20981126
25-1052.00,2019,28,72,2107,0.034171808,0.20981126
25-1053.00,2010,3,5,114,0.043859649,0.17112394
25-1053.00,2011,4,15,124,0.120967742,0.17112394
25-1053.00,2012,1,6,138,0.043478261,0.17112394
25-1053.00,2013,4,16,178,0.08988764,0.17112394
25-1053.00,2014,8,13,206,0.063106796,0.17112394
25-1053.00,2015,8,24,201,0.119402985,0.17112394
25-1053.00,2016,2,20,202,0.099009901,0.17112394
25-1053.00,2017,1,4,141,0.028368794,0.17112394
25-1053.00,2018,2,9,143,0.062937063,0.17112394
25-1053.00,2019,13,19,235,0.080851064,0.17112394
25-1054.00,2010,5,8,495,0.016161616,0.1875773
25-1054.00,2011,11,19,688,0.027616279,0.1875773
25-1054.00,2012,6,11,919,0.011969532,0.1875773
25-1054.00,2013,19,30,1121,0.02676182,0.1875773
25-1054.00,2014,12,24,941,0.025504782,0.1875773
25-1054.00,2015,16,22,959,0.022940563,0.1875773
25-1054.00,2016,22,39,817,0.047735618,0.1875773
25-1054.00,2017,28,33,1387,0.023792358,0.1875773
25-1054.00,2018,26,45,981,0.04587156,0.1875773
25-1054.00,2019,40,58,956,0.060669456,0.1875773
25-1061.00,2010,0,0,118,0,0.13408552
25-1061.00,2011,0,10,135,0.074074074,0.13408552
25-1061.00,2012,0,3,164,0.018292683,0.13408552
25-1061.00,2013,1,3,197,0.015228426,0.13408552
25-1061.00,2014,0,1,183,0.005464481,0.13408552
